일자,거래처명,창고,품   목 [규격],수량(kg),단위,단가,외화금액,공급가액,부가세,합계,적요,법인명(삼성),오더번호
20120114,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,197806.0000000000,KG,490.3696666667,1552310.0000000000,26036740.0000000000,260400.0000000000,26297140.0000000000, , , 
20120116,제일포장(김해),PE,PE28mm 2kgPE28M／M(백)2KG,6345.0000000000,KG,2448.7000000000,0.0000000000,16061884.0000000000,1090343.0000000000,17152227.0000000000,100박스, , 
20120117,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),1072.0000000000,KG,2575.0000000000,0.0000000000,2412400.0000000000,241240.0000000000,2653640.0000000000,100롤, , 
20120118,광림파워팩,PP,PP9MMPP9M／M10KG(황),3096.0000000000,KG,2464.2857142857,0.0000000000,6603000.0000000000,660300.0000000000,7263300.0000000000,200롤, , 
20120119,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(청),700.0000000000,KG,2075.0000000000,0.0000000000,1415000.0000000000,141500.0000000000,1556500.0000000000,20롤, , 
20120120,경인팩,PP,PP12MPP12M／M12.5(황),11965.0000000000,KG,605.7125000000,1690904.0000000000,25185416.0000000000,25625.0000000000,25211041.0000000000,10롤, , 
20120121,PUNCHBOWL,PP,PP19M Premium BlackPP19M／M*1000M 0.8T Black,20600.0000000000,KG,901.5433333333,43122.4000000000,50300295.0000000000,129600.0000000000,50429895.0000000000, , ,111202
20120122,LANDEN,PP,"9 x 3,932M 0.60T9 x 3,932M 0.6T 백색",14868.0000000000,KG,2.3551000000,35015.4000000000,39791500.0000000000,0.0000000000,39791500.0000000000, , ,110729-380(10)
20120126,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5727.0000000000,KG,2436.2500000000,0.0000000000,13115136.0000000000,1006919.0000000000,14122055.0000000000,수출13(인도), , 
20120127,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,1420.0000000000,KG,2700.0000000000,0.0000000000,3913000.0000000000,391300.0000000000,4304300.0000000000,40박스, , 
20120130,위니아만도(주),PP,스트레치필름0.025T*600W*1440M(위니아),3153.0000000000,롤,11580.0000000000,0.0000000000,12959500.0000000000,1295950.0000000000,14255450.0000000000,128롤, ,엠에이티납품
20120131,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,2097.5000000000,KG,2290.0000000000,0.0000000000,4701500.0000000000,470150.0000000000,5171650.0000000000,30박스, , 
2012/01  계,,,,389222.5,,49716.1587734198,4978327.31,378570943,12402659,390973602,,,
20120201,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성(내수)2520M두께0.9mm단중8.56g,4589.5000000000,KG,2156.1230769231,0.0000000000,7066365.0000000000,426605.0000000000,7492970.0000000000,수출21(중국), , 
20120202,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,1300.0000000000,KG,2275.0000000000,0.0000000000,3040000.0000000000,304000.0000000000,3344000.0000000000,40박스(메디코), , 
20120203,파워엠팩,PE,PE28mm 2kgPE28M／M(백)2KG,292.0000000000,KG,2725.0000000000,0.0000000000,779600.0000000000,77960.0000000000,857560.0000000000,8박스, , 
20120206,LANDEN,PP,"9 x 3,932M 0.60T9 x 3,932M 0.6T 백색",17508.0000000000,KG,1817.4517000000,35015.4000000000,45994731.0000000000,681600.0000000000,46676331.0000000000, , ,110729-380(11)
20120207,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,14615.0000000000,KG,1379.7272727273,0.0000000000,19779944.0000000000,1471975.0000000000,21251919.0000000000,수출103(멕시코), , 
20120208,(주)삼화인쇄,PP,PP10.5MPP10.5M10KG투명,4570.0000000000,KG,2278.5714285714,0.0000000000,10146500.0000000000,1014650.0000000000,11161150.0000000000,100롤((제책4층), , 
20120209,주식회사 홍영,PE,PE28mm 2kgPE28M／M(백)2KG,4602.0000000000,KG,2459.9428571429,0.0000000000,11332016.0000000000,448400.0000000000,11780416.0000000000,50박스(가지러옴), , 
20120210,PACKAGING HOUSE,PP,PP 12MM12MMx1000Mx0.55MM Blue,15573.0000000000,KG,596.0933222222,31482.0400000000,37121268.0000000000,192120.0000000000,37313388.0000000000, , ,H326015
20120211,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",19580.0000000000,KG,6.6103000000,42330.0700000000,47329250.0000000000,0.0000000000,47329250.0000000000, , ,421592
20120213,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,1272.0000000000,KG,2650.0000000000,0.0000000000,3483600.0000000000,348360.0000000000,3831960.0000000000,50박스, , 
20120214,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3862.0000000000,KG,2410.0000000000,0.0000000000,9184800.0000000000,279815.0000000000,9464615.0000000000,수출 129(멕시코), , 
20120215,(주)범영화성,PE,PE28mm 2kgPE28M／M(백)2KG,5035.0000000000,KG,2264.2857142857,0.0000000000,10922000.0000000000,1092200.0000000000,12014200.0000000000,20박스, , 
20120216,자강산업(주),PP,PP18MPP18M／M10KG(황),1000.0000000000,KG,1950.0000000000,0.0000000000,1950000.0000000000,195000.0000000000,2145000.0000000000,100롤, , 
20120217,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,5597.0000000000,KG,9531.0000000000,0.0000000000,11975600.0000000000,1197560.0000000000,13173160.0000000000,40박스, , 
20120218,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,19031.0000000000,KG,1353.1711000000,35352.8400000000,44244932.0000000000,437400.0000000000,44682332.0000000000,25박스, , 
20120219,PUNCHBOWL,PP,PP19M HD BlackPP19M／M*1000M1.0TBlack,21300.0000000000,KG,13.5600000000,52020.0000000000,58668156.0000000000,0.0000000000,58668156.0000000000, , ,300102
20120220,LANDEN,PP,"9 x 3,932M 0.60T9 x 3,932M 0.6T 백색",30763.0000000000,KG,1492.7790200000,1857186.4000000000,76327161.0000000000,1129075.0000000000,77456236.0000000000, , ,110729-380(12)
20120221,(주)동원화학,PE,우편물 자동파속끈 1호35m/m x 2kg (PE)백색,2424.0000000000,KG,2290.0000000000,0.0000000000,5620400.0000000000,562040.0000000000,6182440.0000000000,662롤, , 
20120222,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4433.0000000000,KG,2414.9750000000,0.0000000000,10159348.0000000000,565345.0000000000,10724693.0000000000,수출26(헝가리), , 
20120223,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,3920.0000000000,KG,2362.5000000000,0.0000000000,9244000.0000000000,924400.0000000000,10168400.0000000000,50박스, , 
20120224,MARKCOLIN,PP,"12 x 3,000M 0.75T12x3,000M0.75T 청색",23787.0000000000,KG,1550.6543933333,39053.6500000000,52115432.0000000000,805120.0000000000,52920552.0000000000, , ,66363 (LCL)
20120225,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,500.0000000000,KG,2800.0000000000,0.0000000000,1400000.0000000000,140000.0000000000,1540000.0000000000,25박스, , 
20120227,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4452.0000000000,KG,2460.0000000000,0.0000000000,10698144.0000000000,342720.0000000000,11040864.0000000000,수출129(멕시코), , 
20120228,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4145.0000000000,KG,2510.0000000000,0.0000000000,10012560.0000000000,387156.0000000000,10399716.0000000000,수출125(멕시코), , 
20120229,파워엠팩,PP,PP9MMPP9M／M13KG(투명),1248.0000000000,KG,2100.0000000000,0.0000000000,2620800.0000000000,262080.0000000000,2882880.0000000000,96롤(오뚜기), , 
2012/02  계,,,,215398.5,,55847.4451852059,2092440.4,501216607,13285581,514502188,,,
20120302,대경(박타원),PP,PP15MPP15M／M13KG(황),3370.0000000000,KG,2100.0000000000,0.0000000000,3810000.0000000000,381000.0000000000,4191000.0000000000,10롤, , 
20120303,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,205561.0000000000,KG,126.9714352941,1515047.6000000000,39530771.0000000000,0.0000000000,39530771.0000000000, , ,29 KIC
20120305,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3145.0000000000,KG,2400.0000000000,0.0000000000,7467000.0000000000,279984.0000000000,7746984.0000000000,수출76(인도), , 
20120306,대상산업,PP,PP12MPP12M／M12.5(황),2050.0000000000,KG,2513.3333333333,0.0000000000,4698000.0000000000,469800.0000000000,5167800.0000000000,20롤, , 
20120307,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,7426.0000000000,KG,733.6263111111,1535500.0000000000,23478266.0000000000,217520.0000000000,23695786.0000000000, , ,PUS111212901  NIIGATA
20120308,태현포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,3150.0000000000,KG,2362.5000000000,0.0000000000,7440000.0000000000,744000.0000000000,8184000.0000000000,50박스, , 
20120309,PRO-PAC PACKAGING,PP,PP 12MM12MMx1000Mx0.55MM Blue,11265.5000000000,KG,795.9854000000,19827.0500000000,28653955.0000000000,645162.0000000000,29299117.0000000000, , ,VIC 106058
20120312,KOMERI,PP,15 x 100M 0.55T15x100M0.55T청색,7408.0000000000,KG,1229.9637375000,1481800.0000000000,22690116.0000000000,264240.0000000000,22954356.0000000000, , ,PUS111212901 MIZUSHIMA
20120313,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3971.0000000000,KG,2370.0000000000,0.0000000000,9458328.0000000000,375947.0000000000,9834275.0000000000,수출71(헝가리), , 
20120314,해성수출포장,PE,PE28mm 2kgPE28M／M(백)2KG,2111.0000000000,KG,2450.0000000000,0.0000000000,5364000.0000000000,536400.0000000000,5900400.0000000000,20박스, , 
20120315,자강산업(주),PP,PP18MPP18M／M10KG(황),1200.0000000000,KG,2000.0000000000,0.0000000000,2360000.0000000000,236000.0000000000,2596000.0000000000,100롤, , 
20120316,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),5420.0000000000,KG,2214.2857142857,0.0000000000,11690000.0000000000,1169000.0000000000,12859000.0000000000,100롤, ,동원화학 외주가공
20120317,RLBUTTON,PP,"12 x 3,000M 0.60T Clear w/Talleys Red printed12 x 3,000M 0.60T Clear w/Talleys Red printed",7777.0000000000,KG,25.9480750000,16412.4200000000,18531263.0000000000,0.0000000000,18531263.0000000000, , ,422059
20120319,신한화학포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,1060.0000000000,KG,2750.0000000000,0.0000000000,2874000.0000000000,287400.0000000000,3161400.0000000000,50박스, , 
20120320,DAINDO OFFSET,PE,PE28mm 2kgPE28M／M(백)2KG,16366.5000000000,KG,2288.4587500000,21488.4000000000,36408694.0000000000,643097.0000000000,37051791.0000000000, , ,120209
20120321,(주)삼화인쇄,PP,PP12MPP12M／M10KG(백),3840.0000000000,KG,2357.1428571429,0.0000000000,8546000.0000000000,854600.0000000000,9400600.0000000000,120롤(쇼핑백), , 
20120322,송탄농업협동조합,PP,PP12M (0.65T)PP12M／M10KG(황),3797.5000000000,KG,2381.2500000000,0.0000000000,8696525.0000000000,869652.0000000000,9566177.0000000000,100롤 , , 
20120323,삼원산업,PP,PP15MPP15M／M10KG(황),11035.0000000000,KG,2229.7761000000,0.0000000000,23645920.0000000000,538000.0000000000,24183920.0000000000,200롤, , 
20120326,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),20100.0000000000,KG,680.0714285714,39430.8000000000,46957641.0000000000,225100.0000000000,47182741.0000000000,100롤, , 
20120327,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5966.0000000000,KG,2328.1818181818,0.0000000000,13367248.0000000000,668583.0000000000,14035831.0000000000,수출97(멕시코), , 
20120328,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(백),2185.0000000000,KG,2441.6666666667,0.0000000000,4996000.0000000000,499600.0000000000,5495600.0000000000,50롤, , 
20120329,제일포장(김해),PE,PE28mm 2kgPE28M／M(백)2KG,2575.0000000000,KG,2332.5000000000,0.0000000000,5714000.0000000000,571400.0000000000,6285400.0000000000,15박스, , 
20120330,대경(박타원),PE,PE28mm 2kgPE28M／M(백)2KG,500.0000000000,KG,2600.0000000000,0.0000000000,1315000.0000000000,131500.0000000000,1446500.0000000000,20박스, , 
20120331,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,100.0000000000,KG,2550.0000000000,0.0000000000,255000.0000000000,25500.0000000000,280500.0000000000,5박스, , 
2012/03  계,,,,331379.5,,46261.661627087,4629506.27,337947727,10633485,348581212,,,
20120402,NORTH SHORE,PP,PP 06MM06MMx5486Mx0.48MM White (8x8),37124.0000000000,KG,1672.3481850000,31495.6800000000,91898581.0000000000,5617619.0000000000,97516200.0000000000, , ,KJ 022314
20120403,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3598.0000000000,KG,2453.9200000000,0.0000000000,8541200.0000000000,249844.0000000000,8791044.0000000000,수출123(멕시코), , 
20120404,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,6232.5000000000,KG,2307.5000000000,0.0000000000,14925225.0000000000,1492522.0000000000,16417747.0000000000,300롤, , 
20120405,동방포장기자재,PP,PP12MPP12M／M10KG(투명),8450.0000000000,KG,2152.2222222222,0.0000000000,17252000.0000000000,1725200.0000000000,18977200.0000000000,200롤(0.63t), ,직배송처리
20120406,광림파워팩,PE,PE28mm 2kgPE28M／M(황)2KG,6514.0000000000,KG,2399.3333333333,0.0000000000,14241100.0000000000,1424110.0000000000,15665210.0000000000,10박스 , , 
20120407,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",247735.0000000000,KG,80.8334400000,1540902.5600000000,66912133.0000000000,0.0000000000,66912133.0000000000, , ,422861
20120409,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,2190.0000000000,KG,2487.5000000000,0.0000000000,5009500.0000000000,500950.0000000000,5510450.0000000000,3박스, , 
20120410,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(청),4332.0000000000,KG,2449.8666666667,0.0000000000,10383440.0000000000,474440.0000000000,10857880.0000000000,50롤, , 
20120411,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,2898.0000000000,KG,2340.0000000000,0.0000000000,6779664.0000000000,171947.0000000000,6951611.0000000000,수출1브라질(air), , 
20120412,산업포장유통(주),PE,PE28mm 2kgPE28M／M(백)2KG,600.0000000000,KG,2750.0000000000,0.0000000000,1650000.0000000000,165000.0000000000,1815000.0000000000,30박스, , 
20120414,POWERPAK,PP,PP 12MM12MMx1000Mx0.50MM Blue,9443.0000000000,KG,1.9873400000,19253.9000000000,21993729.0000000000,0.0000000000,21993729.0000000000, , ,18672
20120416,(주)범영화성,PE,PE28mm 2kgPE28M／M(백)2KG,13547.0000000000,KG,2159.6152142857,1821720.0000000000,31084793.0000000000,472650.0000000000,31557443.0000000000,20박스, , 
20120417,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3060.0000000000,KG,2341.6000000000,0.0000000000,7158804.0000000000,98255.0000000000,7257059.0000000000,수출117롤(멕시코), , 
20120418,제일산업(주)(화성),PP,PP12MPP12M／M10KG(황),3550.0000000000,KG,2535.0000000000,0.0000000000,8428000.0000000000,842800.0000000000,9270800.0000000000,100롤, , 
20120419,자강산업(주),PP,PP18MPP18M／M10KG(황),3575.0000000000,KG,2143.7500000000,0.0000000000,4935750.0000000000,493575.0000000000,5429325.0000000000,100롤, , 
20120420,광림파워팩,PP,PP15MPP15M／M10KG(황),4520.0000000000,KG,2280.0000000000,0.0000000000,10230000.0000000000,1023000.0000000000,11253000.0000000000,50롤(0.65t), , 
20120421,POWERPAK,PP,PP 12MM12MMx1000Mx0.50MM Blue,17715.0000000000,KG,2.0180333333,35127.5000000000,40062913.0000000000,0.0000000000,40062913.0000000000, , ,18490
20120423,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3340.0000000000,KG,2347.4000000000,0.0000000000,7743560.0000000000,222200.0000000000,7965760.0000000000,수출55(멕시코), , 
20120424,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,2090.0000000000,KG,2383.9200000000,0.0000000000,4899720.0000000000,152483.0000000000,5052203.0000000000,수출40(슬로바키아), , 
20120425,신한화학포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,1625.0000000000,KG,2300.0000000000,0.0000000000,3887500.0000000000,388750.0000000000,4276250.0000000000,50박스, , 
20120426,삼원산업,PP,PP12MPP12M／M12KG(황),2900.0000000000,KG,2187.5000000000,0.0000000000,6250000.0000000000,625000.0000000000,6875000.0000000000,100롤, , 
20120427,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,3642.0000000000,KG,2361.2571428571,0.0000000000,8326848.0000000000,326880.0000000000,8653728.0000000000,수출40(슬로바키아), , 
20120428,RLBUTTON,PP,"12 x 3,000M 0.63T12x3,000M0.63TBLUE",18281.0000000000,KG,909.8053200000,35352.8400000000,42209261.0000000000,198480.0000000000,42407741.0000000000, , ,423508
20120430,신광포장기계(부산),PE,PE28mm 2kgPE28M／M(백)2KG,22603.0000000000,KG,1476.7125000000,39520.8000000000,53327235.0000000000,246000.0000000000,53573235.0000000000,5박스, , 
2012/04  계,,,,429564.5,,46524.0893976983,3523373.28,488130956,16911705,505042661,,,
20120501,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,1400.0000000000,KG,2700.0000000000,0.0000000000,3780000.0000000000,378000.0000000000,4158000.0000000000,50박스, , 
20120502,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5040.0000000000,KG,2346.0000000000,0.0000000000,12243852.0000000000,664326.0000000000,12908178.0000000000,수출114(멕시코), , 
20120503,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4580.0000000000,KG,2402.8571428571,0.0000000000,11012814.0000000000,305407.0000000000,11318221.0000000000,수출145(멕시코), , 
20120504,(주)삼화인쇄,PP,PP12M (평판)PP12M／M10KG(백),3369.0000000000,KG,2314.2857142857,0.0000000000,6985950.0000000000,698595.0000000000,7684545.0000000000,100롤(평판지하), , 
20120505,PUNCHBOWL,PP,PP19M Premium BlackPP19M／M*1000M 0.8T Black,18504.0000000000,KG,2.1391250000,39241.2000000000,44342556.0000000000,0.0000000000,44342556.0000000000, , ,300103
20120507,ABL,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",12921.0000000000,KG,1457.6538733333,20608.9600000000,37183788.0000000000,1386475.0000000000,38570263.0000000000, , ,570217
20120508,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(백),2821.0000000000,KG,2309.8000000000,0.0000000000,6478408.0000000000,220000.0000000000,6698408.0000000000,100롤, , 
20120509,국제산업기계,PE,PE28mm 2kgPE28M／M(백)2KG,5402.0000000000,KG,2231.8181818182,0.0000000000,11716900.0000000000,1171690.0000000000,12888590.0000000000,10박스, , 
20120510,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,2972.5000000000,KG,2400.0000000000,0.0000000000,6919250.0000000000,691925.0000000000,7611175.0000000000,10박스, , 
20120511,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,1930.0000000000,KG,2150.0000000000,0.0000000000,1863000.0000000000,186300.0000000000,2049300.0000000000,10박스, , 
20120514,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,16944.0000000000,KG,1582.1200000000,1649740.0000000000,36931075.0000000000,1330020.0000000000,38261095.0000000000,300롤, , 
20120515,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성-12300M두께0.9mm단중9.1g,5228.0000000000,KG,2370.8363636364,0.0000000000,12559372.0000000000,576262.0000000000,13135634.0000000000,수출4(중국), , 
20120516,태현포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,4455.0000000000,KG,2521.4285714286,0.0000000000,11295000.0000000000,1129500.0000000000,12424500.0000000000,30박스, , 
20120517,신한화학포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,1120.0000000000,KG,2875.0000000000,0.0000000000,3066000.0000000000,306600.0000000000,3372600.0000000000,50박스, , 
20120518,PACKAGING HOUSE,PP,PP19MPP19M／M*0.55T 1000M Blue,26949.0000000000,KG,1669.7690687500,36149.4000000000,63430482.0000000000,1048250.0000000000,64478732.0000000000, , ,H337417
20120521,자강산업(주),PP,PP18MPP18M／M10KG(황),1000.0000000000,KG,2050.0000000000,0.0000000000,2050000.0000000000,205000.0000000000,2255000.0000000000,100롤, , 
20120522,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4652.0000000000,KG,2389.9466666667,0.0000000000,11596068.0000000000,584808.0000000000,12180876.0000000000,수출44(헝가리), , 
20120523,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,12693.0000000000,KG,1442.5080470588,1468180.0000000000,35256899.0000000000,1389400.0000000000,36646299.0000000000,50박스(한국포장)인상가격, , 
20120524,경인팩,PP,PP15MPP15M／M9.5KG(적색),381.0000000000,KG,2325.0000000000,0.0000000000,814950.0000000000,81495.0000000000,896445.0000000000,30롤, , 
20120525,(주)한제피앤에스,PP,"15 x 1,000M 0.55T Blue15x1,000M0.55T청색",10425.5000000000,KG,54637.2082615385,0.0000000000,23949075.0000000000,297347.0000000000,24246422.0000000000, , , 
20120526,J. BLACKWOOD ＆ SON PTY LTD.,PP,PP 12MM12MMx1000Mx0.55MM Blue,8521.0000000000,KG,2.1006000000,17721.4900000000,20861735.0000000000,0.0000000000,20861735.0000000000, , ,HW033478ID
20120529,(주)한웰이쇼핑,PP,스트레치필름A(18MIC)500mm * 450m,8346.0000000000,롤,2821.8750000000,0.0000000000,31765128.0000000000,2557500.0000000000,34322628.0000000000, , , 
20120530,합동포장기계,PP,PP12MPP12M／M12.5(황),2160.0000000000,KG,2566.6666666667,0.0000000000,5127000.0000000000,512700.0000000000,5639700.0000000000,100롤, , 
20120531,삼원산업,PP,PP12MPP12M／M12KG(황),3845.0000000000,KG,1975.0000000000,0.0000000000,5342750.0000000000,534275.0000000000,5877025.0000000000,100롤, , 
2012/05  계,,,,165659,,101544.01328304,3231641.05,406572052,16255875,422827927,,,
20120601,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(백),4532.0000000000,KG,2509.0909090909,0.0000000000,11063400.0000000000,1106340.0000000000,12169740.0000000000,100롤, , 
20120602,KONZ TRADING LTD.,PP,"15 x 2,500M 0.64T15 x 2,500M 0.64T 청색",8063.0000000000,KG,2.0902000000,16852.5000000000,19912914.0000000000,0.0000000000,19912914.0000000000, , ,APDAN1008
20120604,조은상사,PE,"PE28mm, 6KGPE28M／M(백)6KG",12789.0000000000,KG,2212.3300000000,1823412.0000000000,31510680.0000000000,397880.0000000000,31908560.0000000000,21박스, , 
20120605,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,19403.0000000000,KG,2143.4434263158,32000.0000000000,45360591.0000000000,462307.0000000000,45822898.0000000000,수출2(인도), , 
20120607,파워엠팩,PP,PP10.5MPP10.5M10KG투명,3690.0000000000,KG,2125.0000000000,0.0000000000,8050500.0000000000,805050.0000000000,8855550.0000000000,50R/L, , 
20120609,RLBUTTON,PP,PP19MPP19M／M*0.55T 1000M Blue,16838.0000000000,KG,3.7471333333,34136.8400000000,39963994.0000000000,0.0000000000,39963994.0000000000, , ,424194
20120611,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,612.0000000000,KG,2816.6666666667,0.0000000000,1757400.0000000000,175740.0000000000,1933140.0000000000,12박스, , 
20120612,(주)삼화인쇄,PP,PP10.5MPP10.5M10KG투명,2645.0000000000,KG,2455.0000000000,0.0000000000,5861600.0000000000,586160.0000000000,6447760.0000000000,100롤(평판지하), , 
20120613,광림파워팩,PP,PP9MMPP9M／M10KG(황),7760.0000000000,KG,2266.2500000000,0.0000000000,17597500.0000000000,1759750.0000000000,19357250.0000000000,100롤, , 
20120614,(주)삼화인쇄,PP,PP12MPP12M／M10KG(백),2490.0000000000,KG,2241.6666666667,0.0000000000,5360500.0000000000,536050.0000000000,5896550.0000000000,50롤(평판지하), , 
20120615,해성수출포장,PE,PE28mm 2kgPE28M／M(백)2KG,1240.0000000000,KG,2775.0000000000,0.0000000000,3483000.0000000000,348300.0000000000,3831300.0000000000,20박스, , 
20120618,파워엠팩,PP,PP10MPP10M／M11KG녹색투명,2698.0000000000,KG,2175.0000000000,0.0000000000,5550000.0000000000,555000.0000000000,6105000.0000000000,102롤(다오), , 
20120619,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5848.0000000000,KG,2329.3882352941,0.0000000000,13461044.0000000000,695906.0000000000,14156950.0000000000,수출2(인도) , , 
20120620,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,21757.0000000000,KG,2138.1454545455,0.0000000000,24910466.0000000000,2030525.0000000000,26940991.0000000000,수출100(슬로바키아), , 
20120621,자강산업(주),PP,PP18MPP18M／M10KG(황),1108.0000000000,KG,2527.5000000000,0.0000000000,2341000.0000000000,234100.0000000000,2575100.0000000000,100롤, , 
20120622,금산포장,PP,PP12MPP12M／M12.5KG(아.그린),1292.0000000000,KG,2340.0000000000,0.0000000000,2710000.0000000000,271000.0000000000,2981000.0000000000,50롤, , 
20120623,MARKCOLIN,PP,"15 x 1,000M 0.55T Blue15x1,000M0.55T청색",7475.0000000000,KG,2.4061250000,17745.7200000000,20409352.0000000000,0.0000000000,20409352.0000000000, , ,68118
20120624,"SANYU CO.,LTD",PP,15 x 170M 0.55T15x170M0.55T백색,167200.0000000000,KG,157.5111100000,1420080.0000000000,20360681.0000000000,0.0000000000,20360681.0000000000, , ,31 KIC
20120625,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,7916.0000000000,KG,862.9636416667,1535000.0000000000,25933169.0000000000,387000.0000000000,26320169.0000000000, , ,PUS120322924
20120626,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4221.0000000000,KG,2427.6923076923,0.0000000000,10087608.0000000000,286579.0000000000,10374187.0000000000,수출57(헝가리), , 
20120627,광림파워팩,PP,PP9MMPP9M／M10KG(황),4414.0000000000,KG,2450.0000000000,0.0000000000,9812000.0000000000,981200.0000000000,10793200.0000000000,100롤, , 
20120628,광림파워팩,PP,PP15MPP15M／M13KG(황),2290.0000000000,KG,2300.0000000000,0.0000000000,4662000.0000000000,466200.0000000000,5128200.0000000000,50롤, , 
20120629,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,3509.0000000000,KG,2296.5333333333,0.0000000000,7812612.0000000000,272679.0000000000,8085291.0000000000,수출122(슬로바키아), , 
20120630,POWERPAK,PP,PP 12MM12MMx1000Mx0.50MM Blue,16950.0000000000,KG,2.0567250000,33589.0000000000,38754983.0000000000,0.0000000000,38754983.0000000000, , ,19078
2012/06  계,,,,326740,,43559.4819346053,4912816.06,376726994,12357766,389084760,,,
20120702,위니아만도(주),PP,스트레치필름0.025T*600W*1440M(위니아),3568.0000000000,롤,9214.2857142857,0.0000000000,14532000.0000000000,1453200.0000000000,15985200.0000000000,128롤, ,엠에이티납품
20120703,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,16174.0000000000,KG,2697.2222222222,0.0000000000,34116228.0000000000,2684528.0000000000,36800756.0000000000,수출66(헝가리), , 
