일자,거래처명,창고,품   목 [규격],수량(kg),단위,단가,외화금액,공급가액,부가세,합계,적요,법인명(삼성),오더번호
20231206,우선산업,PE,"PE50mm, 4.7KGPE50M／M(백)4.7KG",6596.0000000000,KG,7421.8750000000,0.0000000000,20139650.0000000000,2013965.0000000000,22153615.0000000000,50박스,우선전용, 
20231207,신광포장기계,PP,PP15MPP15MM*10KG(황색),10548.0000000000,KG,4854.1496598571,0.0000000000,22785250.0000000000,1337480.0000000000,24122730.0000000000,56롤(0.65T), , 
20231208,신한포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,5260.0000000000,KG,7548.5714285714,0.0000000000,12533400.0000000000,1253340.0000000000,13786740.0000000000,50박스, , 
20231209,"ARK ENGINEERING AND MANUFACTURING, INC",상품,12 x 2438M 0.60T Pine Pro-Bale 406 core Orange Black printed12 x 2438M 0.60T Pine Pro-Bale 406 core Orange Black printed,4437.6000000000,KG,546.0633059625,11612.8000000000,15360250.0000000000,0.0000000000,15360250.0000000000, , ,ARK0002
20231211,삼보팩,PP,PP12MPP12M／M10KG(황),1270.0000000000,KG,10800.0000000000,0.0000000000,5589000.0000000000,558900.0000000000,6147900.0000000000,100롤(0.8T), , 
20231212,에이원코리아,PP,PP12MPP12M／M12KG(황),12053.0000000000,KG,5981.4583333125,0.0000000000,24828310.0000000000,1941250.0000000000,26769560.0000000000,100롤(0.8T), , 
20231213,주식회사현진솔루션,PP,도전성밴드15mm*6.2kg,16495.2000000000,Roll,3578.8745484227,13459.3200000000,37523227.0000000000,1981480.0000000000,39504707.0000000000,63롤, , 
20231214,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,29113.5000000000,KG,6420.0550355447,33967.4000000000,65427082.0000000000,2070900.0000000000,67497982.0000000000,64박스, , 
20231215,삼원산업,PP,PP12MPP12M／M12KG(황),3263.0000000000,KG,2468.7500000000,0.0000000000,6315200.0000000000,631520.0000000000,6946720.0000000000,100롤(0.75T), , 
20231218,파워엠팩,PP,PP6MMPP6M／M10KG(백),8990.5000000000,KG,8527.9818593810,0.0000000000,20129050.0000000000,1379830.0000000000,21508880.0000000000,160롤, , 
20231219,(주)금성칼라팩,PP,PP7MPP7M10KG백색,7280.5000000000,KG,2542.8571428571,0.0000000000,16177800.0000000000,1617780.0000000000,17795580.0000000000,128롤, , 
20231220,경인팩,상품,스트레치필름(일반 핸드랩)15*500mm*400m,2301.0000000000,박스,5274.5454545455,0.0000000000,5809600.0000000000,580960.0000000000,6390560.0000000000,40박스/스피드제품, , 
20231221,진송팩,PE,PE28mm 2kgPE28M／M(청)2KG,3539.0000000000,KG,496925.0000000000,0.0000000000,10448800.0000000000,1044880.0000000000,11493680.0000000000,20박스/토빅스, , 
20231222,제일산업(주)안성공장,PE,PE 결속끈PE#50 (백) 5500m 5KG,20840.0000000000,KG,2484.0285676000,0.0000000000,37625430.0000000000,316200.0000000000,37941630.0000000000,"50박스 200롤(14,500원/롤)", , 
20231223,ALINE PTY LTD,PP,"12 x 3,000M 0.65T12x3,000M0.65T BLUE",22549.0000000000,KG,213.9994147763,39333.7400000000,51283329.0000000000,0.0000000000,51283329.0000000000, , ,72590
20231226,주)대성씨앤씨,상품,스트레치필름(일반 기계랩)20*500mm*1400m,10219.0000000000,박스,9738.0112044706,0.0000000000,22798310.0000000000,1315740.0000000000,24114050.0000000000,50박스(1공장), , 
20231227,제이케이머티리얼즈(주)／순성공장,PP,PP18MPP18M／M10KG(황),7173.0000000000,KG,11585.6250000000,0.0000000000,16717300.0000000000,1671730.0000000000,18389030.0000000000,128롤(원료1170원+500원), , 
20231228,민건 이에이,PP,PP12MPP12M／M10KG(백),2989.0000000000,KG,6391.4285714286,0.0000000000,9707500.0000000000,970750.0000000000,10678250.0000000000,112롤(0.8T), , 
20231229,피앤비,PP,PP12MPP12M／M10KG(백),23651.0000000000,KG,1659.8593651221,33174.7200000000,55621483.0000000000,1284600.0000000000,56906083.0000000000,50롤(0.8T), , 
20231230,동원팩,PP,PP9MMPP9M／M10KG(투명),6584.0400000000,KG,647.8939919450,2021344.0000000000,19057498.0000000000,60950.0000000000,19118448.0000000000,19롤, , 
2023/12  계,,,,270480.54,,602865.6287727494,2179396.99,612751196,27512225,640263421,,,
20240101,WESFARMERS INDUSTRIAL AND SAFE,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",4751.8000000000,KG,1.8049015475,8793.9600000000,11338932.0000000000,0.0000000000,11338932.0000000000,00036465, ,"SZL17911ST/ETD:JAN.01,24"
20240102,(주)한주,PP,PP18MM*21kg 삼성 recycle2300M두께0.80mm단중8.8g Clear,43949.0000000000,KG,12864.4901580000,0.0000000000,87116674.0000000000,5125720.0000000000,92242394.0000000000,858롤/12.29 출고,SAMEX, 
20240103,천일포장산업,PP,PP6MMPP6M／M10KG(백),48755.8000000000,KG,1534.0778633898,64041.1200000000,103572256.0000000000,1256640.0000000000,104828896.0000000000,192롤(0.65T), , 
20240104,(주)영화수출포장,PE,PE 결속끈PE#50 (백) 5500m 5KG,10101.0000000000,KG,7115.7894736842,0.0000000000,24595000.0000000000,2459500.0000000000,27054500.0000000000,30박스, , 
20240105,(주)디앤푸드,상품,스트레치필름(일반 기계랩)20*500mm*1400m,7433.0000000000,박스,5654.7278911429,0.0000000000,17909990.0000000000,949820.0000000000,18859810.0000000000,50박스, , 
20240108,광림포장기계,PP,PP9MMPP9M／M10KG(황),1344.0000000000,KG,2333.3333333333,0.0000000000,3168400.0000000000,316840.0000000000,3485240.0000000000,64롤, , 
20240109,주)대성씨앤씨,PP,PP7MPP7M10KG백색,15723.0000000000,KG,8032.3883643991,21141.8700000000,32051330.0000000000,425400.0000000000,32476730.0000000000,50롤(0.5T)(1공장), , 
20240110,서울상사,PP,PP9MMPP9M／M10KG(황),3436.0000000000,KG,2000.0000000000,0.0000000000,7889600.0000000000,788960.0000000000,8678560.0000000000,50롤(0.75T), , 
20240111,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,2556.0000000000,KG,2768.1818181818,0.0000000000,4621100.0000000000,462110.0000000000,5083210.0000000000,10박스/충북종합철물, , 
20240112,주신산업,PE,PE28mm 2kgPE28M／M(백)2KG,21.0000000000,KG,3725.0000000000,0.0000000000,65400.0000000000,6540.0000000000,71940.0000000000,1박스/백윤호, , 
20240113,ELORABI TRADING & AGENCIES,PP,PP 05MM05MM x 7000 x 0.45MM White,17641.0000000000,KG,3300.8928571400,38100.0000000000,50139600.0000000000,0.0000000000,50139600.0000000000, , ,ELO0002
20240115,한국포장기계,PP,PP6MMPP6M／M10KG(백),11412.0000000000,KG,6320.3105590000,0.0000000000,25632230.0000000000,1706680.0000000000,27338910.0000000000,64롤(0.65T), , 
20240116,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,8256.5000000000,KG,3233.0000000000,0.0000000000,20163575.0000000000,2016357.0000000000,22179932.0000000000,96박스, , 
20240117,합동포장기계,PP,PP12MPP12M／M10KG(황),2687.0000000000,KG,8336.3636363636,0.0000000000,6562000.0000000000,656200.0000000000,7218200.0000000000,20롤(0.75T), , 
20240118,동원팩,PP,PP6MMPP6M／M10KG(백),7130.0000000000,KG,12152.5490195625,0.0000000000,15449500.0000000000,868120.0000000000,16317620.0000000000,50롤, , 
20240119,박스컴퍼니(주),PP,PP7MPP7M10KG백색,8275.0000000000,KG,7509.0873015833,0.0000000000,17025130.0000000000,884380.0000000000,17909510.0000000000,56롤, , 
20240120,동원팩,PP,PP6MMPP6M／M10KG(백),35005.2000000000,KG,385.4879651916,54437.0000000000,75231228.0000000000,215500.0000000000,75446728.0000000000,50롤, , 
20240122,한남포장기계,PP,PP12MPP12MM / 9.5KG(황),55597.4000000000,KG,2712.7194732674,82969.0000000000,130125067.0000000000,1923700.0000000000,132048767.0000000000,100롤/일산,월드피에이디, 
20240123,주식회사 광림파워팩,PP,PP9MMPP9MMx9.2kg 황,3344.8000000000,kg,2443.7500000000,0.0000000000,7848640.0000000000,784864.0000000000,8633504.0000000000,64롤, , 
20240124,(주)낙원포장,PP,PP6MMPP6M/M12.5KG(백),8440.0000000000,KG,2600.0000000000,0.0000000000,17294000.0000000000,1729400.0000000000,19023400.0000000000,640롤, , 
20240125,서윤상사,PE,PE28mm 2kgPE28M／M(백)2KG,1111.0000000000,KG,30733.3333333333,0.0000000000,4057000.0000000000,405700.0000000000,4462700.0000000000,24박스,제주도, 
20240126,(주)한주,PP,PP15MM*17.5kg 삼성 recycle2194M두께1.0mm단중7.6g Clear,33826.0000000000,KG,6831.8670403844,10949.5200000000,68820073.0000000000,1975240.0000000000,70795313.0000000000,672롤/1.26 출고,SAMEX, 
20240129,주식회사 대원포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,6586.0000000000,KG,2376.0119047500,0.0000000000,13977260.0000000000,683300.0000000000,14660560.0000000000,20박스(대구-대신화물착불), , 
20240130,민건 이에이,PP,PP12MPP12M／M10KG(백),8177.0000000000,KG,5795.2380952222,0.0000000000,17835370.0000000000,796400.0000000000,18631770.0000000000,105롤(0.8T), , 
20240131,(주)낙원포장,PP,PP15MPP15MM*10KG(황색),11232.0000000000,KG,13073.3173062500,0.0000000000,25243400.0000000000,2524340.0000000000,27767740.0000000000,100롤(0.8T), , 
2024/01  계,,,,356791.5,,153833.7222957269,280432.47,787732755,28961711,816694466,,,
20240201,천일포장산업,PP,PP6MMPP6M／M10KG(백),12188.5000000000,KG,6105.2000000000,0.0000000000,28478475.0000000000,2847847.0000000000,31326322.0000000000,192롤(0.65T), , 
20240202,(주)한주,PP,"삼성 코드: 6922-00001(황색) PP18MMx 2300M 포장중량 21Kg, 1롤/1pcs 포장,",28134.8000000000,KG,10782.0056000000,0.0000000000,50576084.0000000000,1380626.0000000000,51956710.0000000000,336롤/2.02 출고,SAMEX, 
20240203,RLBUTTON,PP,PP 12MM12MMx1000Mx0.55MM Blue,31298.4000000000,KG,3.3508947413,52483.5100000000,69934276.0000000000,0.0000000000,69934276.0000000000,B100250, ,541517(AK)
20240205,유일,PE,PE28mm 2kgPE28M／M(백)2KG,12494.0000000000,KG,2354.7278911429,0.0000000000,25129260.0000000000,953480.0000000000,26082740.0000000000,32박스,power박스, 
20240206,합동포장기계,PP,PP12MPP12M／M12.5KG (황),10103.0000000000,KG,10846.7787114706,0.0000000000,21205750.0000000000,1294760.0000000000,22500510.0000000000,130롤, , 
20240207,제이케이머티리얼즈(주)/순성공장,상품,PET 16MMPET 16mm x 0.8T x 1200m Embossed (반투명 녹색),1140.0000000000,롤,14400.0000000000,0.0000000000,3512000.0000000000,351200.0000000000,3863200.0000000000,20롤, , 
20240208,진송팩,PE,PE28mm 2kgPE28M／M(백)2KG,30552.0000000000,KG,2365.4421768571,0.0000000000,56867800.0000000000,309380.0000000000,57177180.0000000000,20박스, , 
20240209,ANDERSON WHOLESALE PACKAGING PTY LTD.,PP,PP 12MM12MMx1000Mx0.50MM Blue,20215.4000000000,KG,301.3366415870,32975.5600000000,43702509.0000000000,0.0000000000,43702509.0000000000,2012, ,3680
20240213,전주삼신산업,PP,PP7MPP7M10KG백색,2400.0000000000,KG,2375.0000000000,0.0000000000,5807000.0000000000,580700.0000000000,6387700.0000000000,20롤, , 
20240214,(주)인스트아이앤씨,PE,PE28mm 2kgPE28M／M(백)2KG,5244.0000000000,KG,10479.7278911429,0.0000000000,11985290.0000000000,395760.0000000000,12381050.0000000000,2박스/대양팩,로젠택배, 
20240215,주식회사 동원피앤아이,PE,PE 결속끈PE#50 (백) 5500m 5KG,3481.8000000000,KG,3000.0000000000,0.0000000000,9397640.0000000000,939764.0000000000,10337404.0000000000,60박스, , 
20240216,(주)한주,PP,PP15MM*17.5kg 삼성 recycle2194M두께1.0mm단중7.6g Clear,29277.0000000000,KG,10000.2352370000,0.0000000000,54743772.0000000000,1855350.0000000000,56599122.0000000000,384롤/2.16 출고,SAMEX, 
20240219,한국포장기계,PP,PP6MMPP6M／M10KG(백),21147.0000000000,KG,8837.8730158667,0.0000000000,45340500.0000000000,2613550.0000000000,47954050.0000000000,128롤(0.65T), , 
20240220,한남포장기계,PP,PP12MPP12MM / 9.5KG(황),8249.0000000000,KG,2590.8095238000,0.0000000000,17192150.0000000000,739760.0000000000,17931910.0000000000,100롤/일산,월드피에이디, 
20240221,신화티에스,PP,PP15MPP15MM*10KG(황색),3109.0000000000,KG,2990.0000000000,0.0000000000,7811700.0000000000,781170.0000000000,8592870.0000000000,50롤(0.8T),방문출고, 
20240222,주식회사 에이스팩,상품,스트레치필름(일반 기계랩)25*500mm*1400m,249.0000000000,롤,23950.0000000000,0.0000000000,5557000.0000000000,555700.0000000000,6112700.0000000000,40박스/코미팜, , 
20240223,(주)치악포장,PP,PP12MPP12M／M12.5KG (황),7934.6000000000,KG,8662.6666666667,0.0000000000,17310380.0000000000,1731038.0000000000,19041418.0000000000,"80롤/롤당27,000원", , 
20240225,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,14112.0000000000,KG,341.8704345994,4133232.0000000000,36559677.0000000000,0.0000000000,36559677.0000000000,4920501073166, ,PUS231124901
20240226,파워엠팩,PP,PP10.5MPP10.5M10KG(청),12114.0000000000,KG,19113.1216931111,0.0000000000,22781600.0000000000,357660.0000000000,23139260.0000000000,49롤(0.75T), , 
20240227,태광오토팩,PE,PE28mm 2kgPE28M／M(백)2KG,1611.0000000000,KG,3116.6666666667,0.0000000000,4486100.0000000000,448610.0000000000,4934710.0000000000,22박스, , 
20240228,제일산업(주)안성공장,PE,PE 결속끈PE#50 (백) 5500m 5KG,6461.0000000000,KG,2791.2500000000,0.0000000000,15672800.0000000000,1567280.0000000000,17240080.0000000000,"75박스 300롤(14,500원/롤)", , 
20240229,(주)낙원포장,PP,PP6MMPP6M/M12.5KG(백),13407.0000000000,KG,1993.0158730000,0.0000000000,26095070.0000000000,1737600.0000000000,27832670.0000000000,640롤, , 
2024/02  계,,,,274922.5,,147401.0789176524,4218691.07,580146833,21441235,601588068,,,
20240301,동방포장기자재,PP,PP12MPP12M／M10KG(황),5520.0000000000,KG,2333.3333333333,0.0000000000,12428000.0000000000,1242800.0000000000,13670800.0000000000,200롤(0.65T), , 
20240304,한길포장기계,PP,PP12MPP12M／M10KG(황),37208.8000000000,KG,11100.0038218117,29572.4000000000,92170319.0000000000,3435780.0000000000,95606099.0000000000,64롤(0.75T), , 
20240305,주식회사 대원포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,10124.0000000000,KG,11122.5850340000,0.0000000000,22070980.0000000000,755200.0000000000,22826180.0000000000,20박스(대구-대신화물착불), , 
20240306,우선산업,PE,"PE50mm, 4.7KGPE50M／M(백)4.7KG",1815.0000000000,KG,7390.0000000000,0.0000000000,5159300.0000000000,515930.0000000000,5675230.0000000000,50박스,우선전용, 
20240307,한국포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,6904.0000000000,KG,2695.4545454545,0.0000000000,17914500.0000000000,1791450.0000000000,19705950.0000000000,105박스(24kg), , 
20240308,파워엠팩,PP,PP6MMPP6M／M10KG(백),7204.0000000000,KG,1911.9047618750,0.0000000000,13610240.0000000000,347000.0000000000,13957240.0000000000,100롤, , 
20240310,POWERPAK,PP,PP 12MM12MMx1000Mx0.50MM Grey,20506.6000000000,KG,215.6322921857,33656.4800000000,44749655.0000000000,0.0000000000,44749655.0000000000,4500, ,68705
20240311,(주)한주,PP,PP15MM*17.5kg 삼성 recycle2194M두께1.0mm단중7.6g Clear,34485.5000000000,KG,2205.3728906154,0.0000000000,64639151.0000000000,1157437.0000000000,65796588.0000000000,768롤/3.11작업, , 
20240312,한국포장기계,PP,PP6MMPP6M／M10KG(백),17641.0000000000,KG,5967.6062242170,24134.9600000000,54223961.0000000000,-510360.0000000000,53713601.0000000000,128롤(0.65T), , 
20240313,(주)한주,PP,PP15MM*17.5kg 삼성 recycle2194M두께1.0mm단중7.6g Clear,5894.5000000000,KG,6252.3136493333,0.0000000000,12525466.0000000000,1053125.0000000000,13578591.0000000000,8롤/3.13 성주로발송,SAMEX, 
20240314,서해유통,PP,PP12MPP12M／M10KG(황),28534.8000000000,KG,2075.9568265446,40775.5000000000,63434076.0000000000,990400.0000000000,64424476.0000000000,10롤(0.8T), , 
20240315,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,3028.0000000000,KG,2662.5000000000,0.0000000000,8159600.0000000000,815960.0000000000,8975560.0000000000,64박스, , 
20240318,동원팩,PP,PP6MMPP6M／M10KG(백),1522.0000000000,KG,510088.8888888889,0.0000000000,8003000.0000000000,800300.0000000000,8803300.0000000000,40롤/강릉 왕도매유통, , 
20240319,민건 이에이,PP,PP12MPP12M／M10KG(백),3513.0000000000,KG,10972.5000000000,0.0000000000,8452200.0000000000,845220.0000000000,9297420.0000000000,112롤(0.85T), , 
20240320,진송팩,PE,PE28mm 2kgPE28M／M(백)2KG,13760.0000000000,KG,8713.5119047500,0.0000000000,28211500.0000000000,900650.0000000000,29112150.0000000000,60박스, , 
20240321,한남포장기계,PP,PP12MPP12MM / 9.5KG(황),2655.0000000000,KG,21031.5384615385,0.0000000000,8563000.0000000000,856300.0000000000,9419300.0000000000,100롤/일산,월드피에이디, 
20240322,파워엠팩,PP,PP6MMPP6M／M10KG(백),10498.7000000000,KG,2175.4012041333,0.0000000000,21604100.0000000000,1094498.0000000000,22698598.0000000000,50롤, , 
20240325,동원팩,PP,PP6MMPP6M／M10KG(백),11516.0000000000,KG,6301.3492063333,0.0000000000,22995000.0000000000,379000.0000000000,23374000.0000000000,50롤, , 
20240326,삼원산업,PP,PP12MPP12M／M12KG(황),16854.0000000000,KG,3846.6666666667,0.0000000000,33850150.0000000000,3385015.0000000000,37235165.0000000000,100롤(0.75T), , 
20240327,(주)영화수출포장,PE,PE 결속끈PE#50 (백) 5500m 5KG,2500.0000000000,KG,2237.5000000000,0.0000000000,5330000.0000000000,533000.0000000000,5863000.0000000000,30박스, , 
20240328,파워엠팩,PP,PP10.5MPP10.5M10KG투명,28271.2000000000,KG,1410.7966535000,27032.1600000000,59313880.0000000000,757000.0000000000,60070880.0000000000,100롤, , 
20240329,전주삼신산업,PP,PP6MMPP6M／M10KG(백),12182.0400000000,KG,6858.4525686500,14281.3000000000,27989354.0000000000,875530.0000000000,28864884.0000000000,20롤, , 
2024/03  계,,,,282138.14,,629569.2689338312,169452.8,635397432,22021235,657418667,,,
20240401,한국포장기계,PP,PP6MMPP6M／M10KG(백),14465.0000000000,KG,4415.6250000000,0.0000000000,35498000.0000000000,3549800.0000000000,39047800.0000000000,320롤(0.65T), , 
20240402,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,12459.0000000000,KG,2931.8518518519,0.0000000000,28443200.0000000000,2844320.0000000000,31287520.0000000000,64박스, , 
20240403,대상산업,PE,"PE50mm, 6KGPE50M／M(백)6KG",5047.0000000000,KG,9768.0158730000,0.0000000000,10454500.0000000000,561483.0000000000,11015983.0000000000,14박스, , 
20240404,주식회사 동원피앤아이,PE,PE 결속끈PE#50 (백) 5500m 5KG,3429.0000000000,KG,8695.4545454545,0.0000000000,9857200.0000000000,985720.0000000000,10842920.0000000000,61박스, , 
20240405,(주)낙원포장,PP,PP6MMPP6M/M12.5KG(백),8774.0000000000,KG,11372.2222222222,0.0000000000,19890200.0000000000,1989020.0000000000,21879220.0000000000,576롤, , 
20240406,NORTH SHORE,PP,PP19M HD Black (CORE 8X8)PP19MM*1219M 0.9T Black,7249.2000000000,KG,1451.3315409250,18623.6000000000,25082264.0000000000,0.0000000000,25082264.0000000000,HD75458, ,NSS_230224
20240408,주식회사 광림파워팩,PP,PP9MMPP9M／M10KG(투명),3507.0000000000,KG,6070.8333333333,0.0000000000,7469400.0000000000,746940.0000000000,8216340.0000000000,32롤(0.75T), , 
20240409,주)대성씨앤씨,PP,PP12MPP12M／M10KG(백),6094.0000000000,KG,6226.8421052632,0.0000000000,16358500.0000000000,1635850.0000000000,17994350.0000000000,50롤(0.8T)/1공장, , 
20240410,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,600.0000000000,KG,2850.0000000000,0.0000000000,1710000.0000000000,171000.0000000000,1881000.0000000000,20박스(24k), , 
20240411,한남포장기계,PP,PP12MPP12MM / 9.5KG(황),46263.3200000000,KG,2388.4221105591,58929.7200000000,100907782.0000000000,634600.0000000000,101542382.0000000000,100롤/일산,월드피에이디, 
20240412,(주)한주,PP,PP15MM*17.5kg 삼성 recycle2194M두께1.0mm단중7.6g Clear,28318.0000000000,KG,2241.9259437500,0.0000000000,57637520.0000000000,232900.0000000000,57870420.0000000000,600롤/4.12 성주로발송,SAMEX, 
20240415,파워엠팩,PP,PP9M/MPP9M/M*12KG(은회색),2317.0000000000,KG,21783.3333333333,0.0000000000,4890250.0000000000,489025.0000000000,5379275.0000000000,64롤/다오, , 
20240416,경인팩,상품,스트레치필름(일반 핸드랩)15*500mm*400m,10240.6000000000,박스,18554.2175066154,0.0000000000,26949200.0000000000,1475000.0000000000,28424200.0000000000,96박스, , 
20240417,호성수출포장,상품,스트레치필름(일반 핸드랩 20)20*500mm*350m,8097.0000000000,롤,2789.7069596923,0.0000000000,18059050.0000000000,1018500.0000000000,19077550.0000000000,20박스, , 
20240418,강원농협연합포장재가공사업소,PP,PP12MPP12M／M12.5KG (황),4392.0000000000,KG,14610.0000000000,0.0000000000,8882300.0000000000,888230.0000000000,9770530.0000000000,300롤, , 
20240419,(주)아이마켓코리아,PP,PP18MM*21kg 삼성 recycle2300M두께0.80mm단중8.8g Clear,20046.0000000000,KG,1576.5771829931,30626.0000000000,50551083.0000000000,238240.0000000000,50789323.0000000000,97롤,SEEG,3062391616
20240422,고림포장주식회사,PP,PP7MPP7M10KG백색,19136.5600000000,KG,2576.8790366000,0.0000000000,44597325.0000000000,951887.0000000000,45549212.0000000000,23롤(0.5T), , 
20240423,(주)낙원포장,PP,PP10MPP10M／M10KG(백색),3143.0000000000,KG,8057.5000000000,0.0000000000,6865800.0000000000,686580.0000000000,7552380.0000000000,100롤(0.8T), , 
20240424,우선산업,PE,"PE50mm, 4.7KGPE50M／M(백)4.7KG",12012.0000000000,KG,7563.0781972222,0.0000000000,24652735.0000000000,1116155.0000000000,25768890.0000000000,50박스,우선전용, 
20240425,경인산업,PP,PP12MPP12M／M10KG(황),14280.0000000000,KG,7621.7664830976,15012.5000000000,34001125.0000000000,1343400.0000000000,35344525.0000000000,56롤(0.75T), , 
20240426,주식회사 삼성프린팅솔루션,PP,PP12MPP12M／M10KG(황),3129.0000000000,KG,7667.5000000000,0.0000000000,12190600.0000000000,1219060.0000000000,13409660.0000000000,100롤(0.65T), , 
20240429,신화티에스,PP,PP15MPP15MM*10KG(황색),21567.2000000000,KG,1087.4245555413,27688.4400000000,46395774.0000000000,829925.0000000000,47225699.0000000000,50롤(0.8T), , 
20240430,하영종합상사,PE,PE28mm 2kgPE28M／M(백)2KG,2668.0000000000,KG,24157.5000000000,0.0000000000,6610600.0000000000,661060.0000000000,7271660.0000000000,5박스,로젠택배, 
2024/04  계,,,,257233.88,,176458.0077814544,150880.26,597954408,24268695,622223103,,,
20240501,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,3460.0000000000,KG,2333.3333333333,0.0000000000,7536000.0000000000,753600.0000000000,8289600.0000000000,20박스,kic박스, 
20240502,한길포장기계,PP,PP12MPP12M／M10KG(백),18745.0000000000,KG,8467.2727272727,0.0000000000,42274000.0000000000,4227400.0000000000,46501400.0000000000,128롤(0.75T), , 
20240503,주식회사 에이스팩,상품,스트레치필름(일반 기계랩)18*500mm*2000m,34472.5800000000,박스,3986.8535350846,49050.1600000000,82105045.0000000000,365800.0000000000,82470845.0000000000,20박스/코라이징에프앤비, , 
20240504,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,13756.1400000000,KG,341.8704345994,4094313.0000000000,36845541.0000000000,0.0000000000,36845541.0000000000,4920501073166, ,PUS240216912
20240507,합동포장기계,PP,PP12MPP12M／M12.5KG (황),5781.0000000000,KG,2444.6666666667,0.0000000000,13274300.0000000000,1327430.0000000000,14601730.0000000000,160롤(0.75T), , 
20240508,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,9535.1600000000,KG,4295.1407459286,0.0000000000,21699880.0000000000,1495720.0000000000,23195600.0000000000,100박스, , 
20240509,제이케이머티리얼즈(주)/순성공장,상품,PET 16MMPET 16mm x 0.8T x 1200m Embossed (반투명 녹색),9998.6200000000,롤,9765.8045976667,0.0000000000,23548790.0000000000,1672974.0000000000,25221764.0000000000,20롤, , 
20240510,(주)스피드랩코리아,PP,PP6MMPP6M／M10KG(백),32788.5600000000,KG,2250.9067157157,41409.6200000000,86060123.0000000000,1844215.0000000000,87904338.0000000000,64롤, , 
20240513,신광포장기계,PP,PP15MPP15MM*10KG(황색),1624.0000000000,KG,44688.3333333333,0.0000000000,4242600.0000000000,424260.0000000000,4666860.0000000000,48롤(0.65T)/해성식품, , 
20240514,주식회사 광림파워팩,PP,PP9MMPP9M／M10KG(황),8403.3600000000,KG,2427.9844006250,0.0000000000,16957660.0000000000,784460.0000000000,17742120.0000000000,128롤, , 
20240516,주식회사 동원피앤아이,PE,PE 결속끈PE#50 (백) 5500m 5KG,16207.3800000000,KG,3961.9076176087,0.0000000000,39494900.0000000000,2467439.0000000000,41962339.0000000000,30박스, , 
20240517,신광포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,16909.1600000000,KG,2146.3204706667,0.0000000000,31795710.0000000000,266000.0000000000,32061710.0000000000,10박스, , 
20240520,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,5695.3400000000,KG,3044.6305418571,0.0000000000,14470280.0000000000,1287500.0000000000,15757780.0000000000,96박스, , 
20240521,주)대성씨앤씨,PP,PP12MPP12M／M10KG(황),3960.0000000000,KG,2495.0000000000,0.0000000000,9157400.0000000000,915740.0000000000,10073140.0000000000,50롤(0.8T)/2공장, , 
20240522,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,2500.0000000000,KG,2333.3333333333,0.0000000000,5615000.0000000000,561500.0000000000,6176500.0000000000,20박스(24k), , 
20240523,신우교역,PP,PP12MPP12M／M10KG(황),35329.6000000000,KG,2426.3772577500,0.0000000000,75025390.0000000000,236540.0000000000,75261930.0000000000,100롤(0.8T)/한국스미더스, , 
20240524,동원팩,PP,PP6MMPP6M／M10KG(백),22539.6600000000,KG,2319.5933365963,29155.7600000000,59231635.0000000000,1115940.0000000000,60347575.0000000000,50롤, , 
20240527,(주)낙원포장,PP,PP6MMPP6M/M12.5KG(백),27263.3600000000,KG,4841.4731316276,40110.3400000000,65375965.0000000000,1042480.0000000000,66418445.0000000000,100롤, , 
20240528,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,3542.0000000000,KG,2661.1111111111,0.0000000000,9656350.0000000000,965635.0000000000,10621985.0000000000,20박스(24k), , 
20240529,경인두채영농조합법인,PP,PP12MPP12M／M10KG(황),5252.9600000000,KG,10152.9033250625,0.0000000000,10966200.0000000000,390520.0000000000,11356720.0000000000,56롤(0.8T), , 
20240530,경인팩,PP,PP6MMPP6M／M10KG(백),4651.0000000000,KG,19219.4117647059,0.0000000000,11826600.0000000000,1182660.0000000000,13009260.0000000000,224롤, , 
20240531,주식회사 광림파워팩,PP,PP9MMPP9M／M10KG(황),7407.6000000000,KG,2066.6666666667,0.0000000000,15342580.0000000000,1534258.0000000000,16876838.0000000000,128롤, , 
2024/05  계,,,,289822.48,,138670.8950472119,4254038.88,682501949,24862071,707364020,,,
20240601,파코팩(PACO PACK),PE,PE 결속끈PE#50 (백) 5500m 5KG,7254.0000000000,KG,3981.1111111111,0.0000000000,17535600.0000000000,1753560.0000000000,19289160.0000000000,25박스, , 
