일자,재고담당,거래처명,품목코드,품  목,품목별납기일자,환율,단가,원화  단가,단위단가,수량(kg),공급가액,원화합계,외화금액,오더번호,적요,법인명(삼성),오더번호,결제조건,거래유형명
20100108,조기현,부일서적,P1200007,PP12MPP 12M／M 12.5KG,,0.0000000000,1700.0000000000,0,414.63414634146341463414634146,187.5000000000,318750.0000000000,350625.0000000000,0.0000000000, , , , , ,세금계산서
20100108,김형철,신한화학포장기계(주),E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,1000.0000000000,2400000.0000000000,2640000.0000000000,0.0000000000, , , , , ,세금계산서
20100108,김형철,전주삼신포장기계,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,800.0000000000,1920000.0000000000,2112000.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,(주)삼화인쇄,P1000003,PP10.5MPP 10.5M 10KG 투명,,0.0000000000,1800.0000000000,0,529.41176470588235294117647059,200.0000000000,360000.0000000000,396000.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,(주)삼화인쇄,P1200003,PP12MPP 12M／M 10KG (백),,0.0000000000,1650.0000000000,0,300,900.0000000000,1485000.0000000000,1633500.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,금산포장,P1200004,PP12MPP 12M／M 10KG(녹),,0.0000000000,1400.0000000000,0,0,300.0000000000,420000.0000000000,462000.0000000000,0.0000000000, , , , , ,세금계산서
20100111,김형철,조은상사,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,504.0000000000,1260000.0000000000,1386000.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,파워엠팩,P1000003,PP10.5MPP 10.5M 10KG 투명,,0.0000000000,1650.0000000000,0,485.29411764705882352941176471,300.0000000000,495000.0000000000,544500.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,파워엠팩,P1200016,PP12MPP 12M／M 10KG(투명),,0.0000000000,1650.0000000000,0,300,130.0000000000,214500.0000000000,235950.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,파워엠팩,P1200016,PP12MPP 12M／M 10KG(투명),,0.0000000000,1650.0000000000,0,300,170.0000000000,280500.0000000000,308550.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,제일산업(제주),P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1700.0000000000,0,293.10344827586206896551724138,3480.0000000000,5916000.0000000000,6507600.0000000000,0.0000000000, , , , , ,세금계산서
20100111,조기현,제일산업(제주),P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1700.0000000000,0,293.10344827586206896551724138,3160.0000000000,5372000.0000000000,5909200.0000000000,0.0000000000, , , , , ,세금계산서
