00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20171128-4,(주)한국바코드시스템,라벨(아트지도안HR-811) [[125*65 ]],121000,세금계산서,PP,Y,인쇄,조회
20171128-3,금성상회,PP원료(PP특A),2861936,세금계산서,PP,Y,인쇄,조회
20171128-2,성보펙,고메리 12입(IN) [410*275*180] 외 1건,904035,세금계산서,PP,Y,인쇄,조회
20171128-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외 4건,2519690,세금계산서,PP,Y,인쇄,조회
20171127-4,금정기획,라벨(아트지도안 PRIOR) 10708 [115*55] 외 4건,253000,세금계산서,PP,Y,인쇄,조회
20171127-3,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],13816000,세금계산서,PE,Y,인쇄,조회
20171127-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],27632000,세금계산서,PE,Y,인쇄,조회
20171127-1,(주)태진케미칼,PP가공 [PP가공],3960000,세금계산서,PP,Y,인쇄,조회
20171124-6,공구기업,공구 소모품 [T-렌치 6MM] 외 1건,57860,세금계산서,PP,Y,인쇄,조회
20171124-5,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171124-4,(주)넥스텍케미칼,PP원료 [VM 6102],429000,세금계산서,PP,Y,인쇄,조회
20171124-3,성신목재,팔레트 1050＊1050 [1050＊1050] 외 5건,377300,세금계산서,PP,Y,인쇄,조회
20171124-2,대현씨티에스(주),펌프외 [PU-950M],255200,카드,PP,Y,인쇄,조회
20171124-1,지영,팔레트 1080＊1080 [1080＊1080],1787500,세금계산서,PP,Y,인쇄,조회
20171123-2,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20171123-1,금성상회,PP원료(PP특A),8393000,세금계산서,PP,Y,인쇄,조회
20171122-3,(주)엘지화학,H5300 [H5300],10164000,세금계산서,PP,Y,인쇄,조회
20171122-2,금성상회,PP원료(PP특A),5885000,세금계산서,PP,Y,인쇄,조회
20171122-1,삼보팩,고메리 12입(C/T) [570*430*390] 외 1건,836165,세금계산서,PP,Y,인쇄,조회
20171121-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],20724000,세금계산서,PE,Y,인쇄,조회
20171121-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171120-4,(주)그린엔텍,PP원료(특A) [[HP450J-25kg]],10571000,세금계산서,PP,N,인쇄,조회
20171120-3,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,1485000,세금계산서,PP,Y,인쇄,조회
20171120-2,백암지관공업사,지관 200 [지관 200＊8＊186],1122660,세금계산서,PP,Y,인쇄,조회
20171120-1,금성상회,PP원료(PP특A),2117500,세금계산서,PP,Y,인쇄,조회
20171117-3,(주)동신밴드,PP18M [PP18M／M10KG(녹)] 외 1건,1606000,세금계산서,PP,Y,인쇄,조회
20171117-2,삼보팩,산유(HR812) [355*355*575] 외 1건,1477300,세금계산서,PP,Y,인쇄,조회
20171117-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171116-2,(주)그린엔텍,PP원료(특A) [[HP450J-25kg]],16299800,세금계산서,PP,Y,인쇄,조회
20171116-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171115-3,백암지관공업사,지관 50 [지관 50＊5＊182] 외 3건,2236533,세금계산서,PE,Y,인쇄,조회
20171114-3,두성엔지니어링,압출기가공 [1.8*65L*3EA],6600000,세금계산서,PP,Y,인쇄,조회
20171114-2,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 1건,1100000,세금계산서,PP,Y,인쇄,조회
20171114-1,백암지관공업사,지관 200 [지관 200＊4＊189],751766,세금계산서,PP,Y,인쇄,조회
20171113-4,성보펙,패드 500 [패드500*280 (무지)] 외 1건,896500,세금계산서,PP,Y,인쇄,조회
20171113-3,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1122660,세금계산서,PP,Y,인쇄,조회
20171113-2,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171113-1,제이케이머티리얼즈(주)／순성공장,PP원료,16686208,세금계산서,PP,Y,인쇄,조회
20171111-1,공구기업,"공구 소모품 [전공드라이버6""(-)] 외 3건",301950,세금계산서,PP,Y,인쇄,조회
20171110-1,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외 1건,863500,세금계산서,PP,Y,인쇄,조회
20171109-4,두성엔지니어링,밴드노즐 [1.8*65L*3EA],440000,세금계산서,PP,Y,인쇄,조회
20171109-3,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,1320110,세금계산서,PP,Y,인쇄,조회
20171109-2,성보펙,패드 430 [패드 430＊200 (무지)],385000,세금계산서,PP,Y,인쇄,조회
20171109-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,1890900,세금계산서,대유위니아,Y,인쇄,조회
20171108-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],20724000,세금계산서,PE,Y,인쇄,조회
20171108-1,성보펙,PP청 450*(광림) [450*200] 외 1건,1040050,세금계산서,PP,Y,인쇄,조회
20171107-2,금성상회,PP원료(PP특A) 외 1건,10939500,세금계산서,PP,Y,인쇄,조회
20171107-1,성보펙,미국박스 580 [580*170*580],462000,세금계산서,PP,Y,인쇄,조회
20171106-1,(주)신흥케미칼,PE원료 [재생원료[가공]],914375,세금계산서,PE,Y,인쇄,조회
20171104-1,성보펙,무인쇄톰슨접착 320 [320*130*320] 외 1건,942150,세금계산서,PP,Y,인쇄,조회
20171103-7,롯데케미칼 주식회사,5000S(PE원료) [[500KG]],5181000,세금계산서,PE,Y,인쇄,조회
20171103-6,제이케이머티리얼즈(주)／순성공장,PP원료,3533376,세금계산서,PP,Y,인쇄,조회
20171103-5,(주)태진케미칼,PP파샤 (scrap),2249500,세금계산서,PP,Y,인쇄,조회
20171103-4,효창산업,CALPET [CALPET],3300000,세금계산서,PP,Y,인쇄,조회
20171103-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 1건,1298000,세금계산서,PP,Y,인쇄,조회
20171103-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171102-4,지에스칼텍스(주),H430 [25KG],17424000,세금계산서,PP,Y,인쇄,조회
20171102-3,백암지관공업사,지관 406 [지관 406＊6＊155] 외 3건,2127822,세금계산서,PP,Y,인쇄,조회
20171102-2,대림플라텍(주),팔레트 1100*1100*120 [1100*1100*120],935000,세금계산서,PP,Y,인쇄,조회
20171102-1,(주)동신밴드,PP18M [PP18M／M10KG(황)] 외 1건,771650,세금계산서,PP,Y,인쇄,조회
20171101-2,삼보팩,고메리 3입 (C/T) [360*355*385],381150,세금계산서,PP,Y,인쇄,조회
20171101-1,중앙기획,동판비 [동판비] 외 1건,286000,세금계산서,PP,Y,인쇄,조회
20171031-3,성신목재,팔레트 1100*1100 [1100*1100] 외 8건,538230,세금계산서,PP,Y,인쇄,조회
20171031-2,성보펙,무인쇄톰슨접착 460 [460*130*460] 외 3건,814000,세금계산서,PP,Y,인쇄,조회
20171031-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171030-6,(주)태진케미칼,PP원료 [PPA],9438000,세금계산서,PP,Y,인쇄,조회
20171030-5,덕흥수지,PP원료,12100000,세금계산서,PP,Y,인쇄,조회
20171030-4,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],5181000,세금계산서,PE,Y,인쇄,조회
20171030-3,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,925848,세금계산서,PP,Y,인쇄,조회
20171030-2,(주)경남케미칼,MB 307 [M／B 307 Yellow],385000,세금계산서,PP,Y,인쇄,조회
20171030-1,삼보팩,패드 310 [패드 310＊200 (레드)],283800,세금계산서,PP,Y,인쇄,조회
20171028-1,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,536800,세금계산서,PP,Y,인쇄,조회
20171027-3,(주)신영잉크,Toluene(톨루엔),163350,세금계산서,PP,Y,인쇄,조회
20171027-2,백암지관공업사,지관 200 [지관 200＊4＊189],698544,세금계산서,PP,Y,인쇄,조회
20171027-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171026-3,진흥산업,폴리백 26＊44 [폴리백 24＊44] 외 1건,1980000,세금계산서,PP,Y,인쇄,조회
20171026-1,성은산업,수축필름 [220*145 (고메리)],968000,세금계산서,상품,Y,인쇄,조회
20171025-5,롯데케미칼 주식회사,5000S(PE원료) [[500KG]],10362000,세금계산서,PE,Y,인쇄,조회
20171025-4,(주)한국바코드시스템,라벨(아트지도안2T) [[76*156 ]] 외 2건,394900,세금계산서,PP,Y,인쇄,조회
20171025-3,성보펙,고메리 12입(IN) [410*275*180],858000,세금계산서,PP,Y,인쇄,조회
20171025-2,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,1202608,세금계산서,PP,Y,인쇄,조회
20171025-1,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 1건,1100000,세금계산서,PP,Y,인쇄,조회
20171024-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171023-3,대림산업(주)전주공장,PP원료 [대림 A] 외 1건,60720000,세금계산서,PP,Y,인쇄,조회
20171023-2,금정기획,라벨(아트지무지)108*50 [[108*50 ]] 외 1건,440000,세금계산서,PP,N,인쇄,조회
20171023-1,제이케이머티리얼즈(주)／순성공장,PP원료,16144128,세금계산서,PP,Y,인쇄,조회
20171020-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,776688,세금계산서,PP,Y,인쇄,조회
20171019-8,성신목재,팔레트 1200*1200 [1200*1200] 외 4건,370700,세금계산서,PP,Y,인쇄,조회
20171019-7,대림산업(주)전주공장,PP원료 [대림 A] 외 1건,60720000,세금계산서,PP,Y,인쇄,조회
20171019-6,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외 1건,20724000,세금계산서,PE,Y,인쇄,조회
20171019-4,금성상회,PP원료 [은색] 외 1건,4367000,세금계산서,PP,Y,인쇄,조회
20171019-3,삼보팩,PB청 470*200 (삼성-적색) [470＊200],761200,세금계산서,PP,Y,인쇄,조회
20171019-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 2건,845196,세금계산서,PP,Y,인쇄,조회
20171019-1,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외 2건,1083500,세금계산서,PP,Y,인쇄,조회
20171018-2,(주)넥스텍케미칼,PP원료 [VM 6102],286000,세금계산서,PP,Y,인쇄,조회
20171018-1,백암지관공업사,지관 406 [지관 406＊6＊155],715176,세금계산서,PP,Y,인쇄,조회
20171017-3,두성엔지니어링,와인다 캠가공,770000,세금계산서,PP,Y,인쇄,조회
20171017-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,642840,세금계산서,PP,Y,인쇄,조회
20171017-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2201100,세금계산서,대유위니아,Y,인쇄,조회
20171016-5,지에스칼텍스(주),H430-B (O.G) [25kg],16500000,세금계산서,PP,Y,인쇄,조회
20171016-4,(주)스피드랩코리아,스트레치필름(일반 핸드랩) [18*500mm*350m],585200,세금계산서,상품,Y,인쇄,조회
20171016-3,(주)신영잉크,PP흑색 잉크 [PP잉크] 외 3건,617925,세금계산서,PP,Y,인쇄,조회
20171016-2,성보펙,미국박스 580 [580*170*580],591360,세금계산서,PP,Y,인쇄,조회
20171016-1,백암지관공업사,지관 406 [지관 406＊6＊155],510840,세금계산서,PP,Y,인쇄,조회
20171013-6,(주)원진산업롤,고무로라 피복,121000,세금계산서,PP,N,인쇄,조회
20171013-5,지에스칼텍스(주),H430-B (O.G) [25kg],35750000,세금계산서,PP,Y,인쇄,조회
20171013-4,제이케이머티리얼즈(주)／순성공장,PP원료,17055808,세금계산서,PP,Y,인쇄,조회
20171013-3,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,1019040,세금계산서,PP,Y,인쇄,조회
20171013-2,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171013-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1408660,세금계산서,PP,Y,인쇄,조회
20171011-4,동진씨엔피,박스 내수PE(폴리밴드) [320 190 780] 외 3건,2354000,세금계산서,PE,Y,인쇄,조회
20171011-2,삼보팩,평면골판지 [구래단 (1100mm x 40000mm)] 외 3건,2981605,세금계산서,PP,Y,인쇄,조회
20171011-1,금산포장,스트레치필름(기능 핸드랩) [12* 500mm *400m] 외 4건,24707716,세금계산서,상품,Y,인쇄,조회
20171010-5,덕흥수지,PP원료,12100000,세금계산서,PP,Y,인쇄,조회
20171010-4,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 2건,1331000,세금계산서,PP,Y,인쇄,조회
20171010-3,성보펙,미국박스 [420 200 425] 외 2건,910305,세금계산서,PP,Y,인쇄,조회
20171010-2,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171010-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,1966668,세금계산서,PP,Y,인쇄,조회
20171009-1,성보펙,패드 430 [패드 430＊200 (무지)] 외 1건,1144000,세금계산서,PP,Y,인쇄,조회
20171002-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,967428,세금계산서,PP,Y,인쇄,조회
20170929-5,제이케이머티리얼즈(주)／순성공장,PP원료,15211548,세금계산서,PP,Y,인쇄,조회
20170929-4,성신목재,팔레트 1200*1200 [1200*1200] 외 4건,176550,세금계산서,PP,Y,인쇄,조회
20170929-3,성신목재,팔레트 1160*1160 [1160*1160] 외 8건,735130,세금계산서,PP,Y,인쇄,조회
20170929-2,성보펙,스넬 C/T 260* [260*132*263],836000,세금계산서,PP,Y,인쇄,조회
20170929-1,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)],715000,세금계산서,PP,Y,인쇄,조회
20170928-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외  1건,20328000,세금계산서,PE,Y,인쇄,조회
20170928-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2703525,세금계산서,대유위니아,Y,인쇄,조회
20170927-5,삼보팩,파워팩 4505 [430*130*430] 외 1건,1326820,세금계산서,PP,Y,인쇄,조회
20170927-4,지에스칼텍스(주),H430 [25KG],36894000,세금계산서,PP,Y,인쇄,조회
20170927-3,(주)경남케미칼,MB 6520 [M／B 6520 (GREEN)] 외 4건,1006500,세금계산서,PP,Y,인쇄,조회
20170927-2,백암지관공업사,지관 50 [지관 50＊5＊182] 외 1건,1193368,세금계산서,PE,Y,인쇄,조회
20170927-1,진영프라스틱,PP 청색 [PP 청색] 외 1건,10758000,세금계산서,PP,Y,인쇄,조회
20170926-3,중앙기획,동판비 [동판비],143000,세금계산서,PP,Y,인쇄,조회
20170926-2,제이케이머티리얼즈(주)／순성공장,PP원료,3469796,세금계산서,PP,Y,인쇄,조회
20170926-1,성보펙,패드 420 [패드 420＊200 (무인쇄)] 외 1건,708400,세금계산서,PP,Y,인쇄,조회
20170925-3,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2871000,세금계산서,대유위니아,Y,인쇄,조회
20170925-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 1건,1127500,세금계산서,PP,Y,인쇄,조회
20170925-1,금성상회,PP원료 [은색],2574000,세금계산서,PP,Y,인쇄,조회
20170922-6,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외  1건,37268000,세금계산서,PE,Y,인쇄,조회
20170922-5,두성엔지니어링,밴드노즐 [1.8*40L*3EA(38*80*420L)],528000,세금계산서,상품,Y,인쇄,조회
20170922-4,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,997920,세금계산서,PP,Y,인쇄,조회
20170922-3,효창산업,CALPET [CALPET],3300000,세금계산서,PP,Y,인쇄,조회
20170922-2,일신화학공업(주),스트레치랩(일반 기계랩) [25*500mm*1400m],4513080,세금계산서,상품,Y,인쇄,조회
20170922-1,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,1029600,세금계산서,PP,Y,인쇄,조회
20170920-3,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20170920-2,성보펙,패드 430 [패드 430＊200 (무지)] 외 2건,1205600,세금계산서,PP,Y,인쇄,조회
20170920-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 2건,887040,세금계산서,PP,Y,인쇄,조회
20170919-2,대림산업(주)전주공장,PP원료 [대림 A],29964000,세금계산서,PP,Y,인쇄,조회
20170919-1,삼보팩,패드 420 [패드 420＊200 (적색패드)],435600,세금계산서,PP,Y,인쇄,조회
20170918-2,백암지관공업사,지관 200 [지관 200＊8＊190],997920,세금계산서,PP,Y,인쇄,조회
20170918-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,960960,세금계산서,PP,Y,인쇄,조회
20170915-2,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20170915-1,성보펙,패드 430 [패드 430＊200 (무지)],140800,세금계산서,PP,Y,인쇄,조회
20170914-5,대림산업(주)전주공장,PP원료 [대림 A],29964000,세금계산서,PP,Y,인쇄,조회
20170914-4,백암지관공업사,지관 200 [지관 200＊4＊189],698544,세금계산서,PP,Y,인쇄,조회
20170914-3,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],863275,영세율,PP,Y,인쇄,조회
20170914-2,대림플라텍(주),팔레트 1100*1100*120 [1100*1100*120],935000,세금계산서,PP,Y,인쇄,조회
20170914-1,금성상회,PP원료(PP특A) [OPP T/A] 외 1건,11825000,세금계산서,PP,Y,인쇄,조회
20170913-1,(주)경남케미칼,MB 7308 [M／B 7308] 외 2건,1727000,세금계산서,PP,Y,인쇄,조회
20170912-2,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,2470919,세금계산서,PE,Y,인쇄,조회
20170912-1,성보펙,고메리 2입(IN) [450*445*410] 외 2건,1521300,세금계산서,PP,Y,인쇄,조회
20170911-3,성신목재,팔레트 840*1260 [840*1260] 외 10건,960190,세금계산서,PP,Y,인쇄,조회
20170911-2,롯데케미칼 주식회사,5000S(PE원료) [[500KG]],20328000,세금계산서,PE,Y,인쇄,조회
20170911-1,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20170908-3,덕흥수지,PP원료 외 1건,16390000,세금계산서,PP,Y,인쇄,조회
20170908-2,(주)태진케미칼,PP원료 [PPA],19360000,세금계산서,PP,Y,인쇄,조회
20170908-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,853776,세금계산서,PP,Y,인쇄,조회
20170907-3,(주)동신밴드,PP18M [PP18M／M10KG(녹)] 외 2건,3157000,세금계산서,뉴덕흥(벽돌),Y,인쇄,조회
20170907-2,제이케이머티리얼즈(주)／순성공장,PP원료,25899720,세금계산서,PP,Y,인쇄,조회
20170907-1,성보펙,무인쇄톰슨접착 320 [320*130*320] 외 2건,775500,세금계산서,PP,Y,인쇄,조회
20170906-3,(주)동신밴드,PP18M [PP18M／M 8 KG (황)] 외 2건,746680,세금계산서,제이앤에스캠,Y,인쇄,조회
20170906-2,지에스칼텍스(주),H430 [500KG],21285000,세금계산서,PP,Y,인쇄,조회
